id,branch_group,branch_no,name_en,name_zh,brand_en,brand_zh,category,subcategory,lat,lng,area,address_en,address_zh,best_time,tags,food_type,halal_status,price_level,recommended_duration_min,description_en,description_zh,why_visit_en,why_visit_zh,map_url,official_url,status,verification_status,last_checked,source_note,is_chain,is_food,is_temple,is_transport_related
canning-dim-sum,canning-dim-sum,1,Canning Dim Sum,Canning 点心,Canning Dim Sum,Canning 点心,food,dim_sum,4.62031,101.11314,Canning Garden,Canning Garden,兵如港花园附近,morning|noon,dim_sum|breakfast|neighbourhood,dim_sum,non_halal,$$,70,Neighbourhood dim sum stop away from the central crowd.,市中心外的社区点心店。,Good for travellers staying near Canning or Tambun side.,适合住在 Canning 或打扪方向的旅客。,https://maps.google.com/?q=Canning+Dim+Sum+Ipoh,,active,community_suggested,2026-06-02,Seed civic data.,false,true,false,false
new-hollywood,new-hollywood,1,New Hollywood Restaurant,新好莱坞茶室,New Hollywood,新好莱坞,food,kopitiam,4.61863,101.11815,Canning Garden,Jalan Lee Kwee Foh,Canning Garden,morning|noon,kopitiam|breakfast|halal_friendly|local_food,kopitiam,mixed,$$,60,Popular multi-stall kopitiam with broader halal-friendly choices.,多摊位茶室，选择多，也较适合不同饮食需求。,Great breakfast node outside the Old Town crowd.,避开旧街场人潮的早餐节点。,https://maps.google.com/?q=New+Hollywood+Ipoh,,active,community_suggested,2026-06-02,Confirm individual stall status.,false,true,false,false
canning-garden-chee-cheong-fun,canning-ccf,1,Canning Garden Chee Cheong Fun,Canning 猪肠粉,Canning Garden Chee Cheong Fun,Canning 猪肠粉,food,chee_cheong_fun,4.6193,101.1164,Canning Garden,Canning Garden,Canning Garden,morning|noon,chee_cheong_fun|breakfast|local_food,chee_cheong_fun,non_halal,$,40,Neighbourhood chee cheong fun stop.,社区猪肠粉小吃点。,Adds a focused local breakfast option near New Hollywood.,靠近新好莱坞，可加入本地早餐路线。,https://maps.google.com/?q=Canning+Garden+Chee+Cheong+Fun+Ipoh,,active,needs_verification,2026-06-02,Verify stall details.,false,true,false,false
dai-shu-keok,dai-shu-keok,1,Dai Shu Keok Yong Tau Foo,大树脚酿料,Dai Shu Keok,大树脚,food,yong_tau_foo,4.57172,101.08331,Pasir Pinji,Jalan King,巴占/兵如港方向,noon|afternoon,yong_tau_foo|local_food|snack,yong_tau_foo,non_halal,$,50,Casual yong tau foo stop under a local street-food setting.,本地街边气氛的酿料小吃点。,Good food detour when going toward Pasir Pinji or temple routes.,去兵如港或洞庙路线时可绕入。,https://maps.google.com/?q=Dai+Shu+Keok+Ipoh,,active,community_suggested,2026-06-02,Seed civic data.,false,true,false,false
yoke-fook-moon,yoke-fook-moon,1,Yoke Fook Moon Dim Sum,玉福满点心,Yoke Fook Moon,玉福满,food,dim_sum,4.59734,101.08894,New Town,Jalan Leong Sin Nam,新街场,morning|noon|night,dim_sum|supper|local_food,dim_sum,non_halal,$$,70,Dim sum restaurant known for flexible meal timing.,用餐时段较弹性的点心餐馆。,Useful if visitors missed the usual morning dim sum window.,错过早上点心时间时很实用。,https://maps.google.com/?q=Yoke+Fook+Moon+Ipoh,,active,community_suggested,2026-06-02,Verify hours.,false,true,false,false
paris-restaurant-hakka-mee,paris-hakka-mee,1,Paris Restaurant Hakka Mee,巴黎茶室客家面,Paris Restaurant,巴黎茶室,food,hakka_mee,4.5957,101.0868,New Town,Ipoh,怡保,morning|noon,hakka_mee|noodles|local_food,noodles,non_halal,$,45,Local Hakka mee option in the city centre.,市中心本地客家面选择。,Fast noodle stop that fits between heritage and shopping nodes.,快速面食站，适合夹在古迹和购物路线之间。,https://maps.google.com/?q=Paris+Restaurant+Hakka+Mee+Ipoh,,active,needs_verification,2026-06-02,Verify exact location.,false,true,false,false
xin-quan-fang-curry-mee,xin-quan-fang,1,Xin Quan Fang Curry Mee,新泉芳咖喱面,Xin Quan Fang,新泉芳,food,curry_mee,4.59439,101.08202,New Town,Jalan Sultan Iskandar,新街场,morning|noon,curry_mee|noodles|local_food,noodles,non_halal,$$,50,Well-known curry mee spot in New Town.,新街场知名咖喱面点。,Strong lunch node near white coffee and pastry shops.,靠近白咖啡和饼家，是很强的午餐节点。,https://maps.google.com/?q=Xin+Quan+Fang+Curry+Mee+Ipoh,,active,community_suggested,2026-06-02,Expect crowds.,false,true,false,false
moon-de-moon,moon-de-moon,1,Moon De Moon,满中满,Moon De Moon,满中满,food,kai_see_hor_fun,4.62131,101.10941,Bercham,Ipoh Garden area,怡保花园附近,morning|noon,hor_fun|noodles|local_food,noodles,non_halal,$$,50,Popular noodle stop outside the Old Town core.,旧街场外的人气河粉面食点。,Good if route moves toward Bercham or Tambun.,路线往怡保花园、打扪方向时适合。,https://maps.google.com/?q=Moon+De+Moon+Ipoh,,active,community_suggested,2026-06-02,Seed civic data.,false,true,false,false
restoran-tuck-kee,tuck-kee,1,Restoran Tuck Kee,德记炒粉,Tuck Kee,德记,food,fried_noodles,4.59672,101.08451,New Town,Jalan Yau Tet Shin,新街场,evening|night,fried_noodles|supper|local_food,noodles,non_halal,$$,60,Popular fried noodle supper-style restaurant.,人气炒粉与宵夜风格餐馆。,Great evening link with Lou Wong and Funny Mountain.,晚上可与老黄、奇峰自然连接。,https://maps.google.com/?q=Restoran+Tuck+Kee+Ipoh,,active,community_suggested,2026-06-02,Seed civic data.,false,true,false,false
restoran-cowans,cowans,1,Restoran Cowan's,高温街芽菜鸡,Cowan's,高温街,food,bean_sprout_chicken,4.6031,101.0867,New Town,Jalan Raja Ekram,新街场,evening|night,chicken_rice|bean_sprout|local_food,chicken_rice,non_halal,$$,60,Bean sprout chicken option away from the main Yau Tet Shin stretch.,较远离主街的人气芽菜鸡选择。,Useful alternative when central chicken rice shops are crowded.,市中心鸡饭店拥挤时可替代。,https://maps.google.com/?q=Cowan%27s+Ipoh,,active,community_suggested,2026-06-02,Verify opening days.,false,true,false,false
pusing-public-seafood,pusing-public,1,Pusing Public Seafood Restaurant,布先民众海鲜,Pusing Public,布先民众,food,seafood,4.59092,101.08231,New Town,Ipoh,怡保,evening|night,seafood|dinner|local_food,seafood,non_halal,$$$,90,Dinner restaurant known for seafood and local dishes.,以海鲜和本地菜闻名的晚餐餐馆。,Works as a proper dinner anchor after daytime sightseeing.,白天观光后可作为正式晚餐主节点。,https://maps.google.com/?q=Pusing+Public+Seafood+Ipoh,,active,community_suggested,2026-06-02,Booking may be useful.,false,true,false,false
choong-kee-pokok-besar,choong-kee,1,Choong Kee Pokok Besar,忠记大树脚,Choong Kee,忠记,food,yong_tau_foo,4.5709,101.0841,Pasir Pinji,Pasir Pinji,兵如港,noon|afternoon,yong_tau_foo|local_food|snack,yong_tau_foo,non_halal,$,50,Another known yong tau foo node around Pasir Pinji.,兵如港一带另一个酿料节点。,Pairs with Dai Shu Keok for a local snack detour.,可和大树脚组成小吃绕线路线。,https://maps.google.com/?q=Choong+Kee+Pokok+Besar+Ipoh,,active,needs_verification,2026-06-02,Verify stall details.,false,true,false,false
k10-claypot-chicken-rice,k10,1,K10 Claypot Chicken Rice,K10 瓦煲鸡饭,K10,K10,food,claypot_rice,4.6042,101.1092,Ipoh Garden,Ipoh Garden,怡保花园,evening|night,claypot_rice|dinner|local_food,rice,non_halal,$$,60,Claypot chicken rice option in the Ipoh Garden side.,怡保花园一带的瓦煲鸡饭选择。,Good dinner point when route is outside the central tourist core.,路线不在游客市中心时适合作为晚餐点。,https://maps.google.com/?q=K10+Claypot+Chicken+Rice+Ipoh,,active,needs_verification,2026-06-02,Verify exact branch.,false,true,false,false
nasi-ganja-yong-suan,nasi-ganja,1,Nasi Ganja Yong Suan,Yong Suan 甘榜饭,Yong Suan,Yong Suan,food,nasi_kandar,4.59609,101.08768,New Town,Jalan Yang Kalsom,新街场,noon|afternoon,nasi_kandar|local_food|spicy,rice,halal,$,45,Famous nasi kandar-style lunch stop.,知名甘榜饭/印度饭午餐点。,Important halal-friendly anchor in the New Town food map.,是新街场美食图中的重要清真友好节点。,https://maps.google.com/?q=Nasi+Ganja+Yong+Suan+Ipoh,,active,community_suggested,2026-06-02,Verify queue and hours.,false,true,false,false
nasi-kandar-ayam-merah,ayam-merah,1,Nasi Kandar Ayam Merah,红鸡印度饭,Nasi Kandar Ayam Merah,红鸡印度饭,food,nasi_kandar,4.5956,101.0872,New Town,Ipoh,怡保,noon|afternoon|evening,nasi_kandar|halal|local_food,rice,halal,$,45,Halal-friendly nasi kandar style food stop.,清真友好的印度饭/甘榜饭选择。,Useful when a group needs a halal-friendly route node.,团队需要清真友好选择时很实用。,https://maps.google.com/?q=Nasi+Kandar+Ayam+Merah+Ipoh,,active,needs_verification,2026-06-02,Verify exact shop.,false,true,false,false
restoran-m-salim,m-salim,1,Restoran M. Salim,M. Salim 餐馆,M. Salim,M. Salim,food,mamak,4.5972,101.0861,New Town,Ipoh,怡保,morning|noon|evening|night,mamak|halal|local_food,mamak,halal,$,50,Casual mamak-style stop for flexible timing.,时间弹性大的嘛嘛档风格餐馆。,Good practical node for mixed groups and late-night plans.,适合混合饮食需求和较晚行程。,https://maps.google.com/?q=Restoran+M+Salim+Ipoh,,active,needs_verification,2026-06-02,Verify current details.,false,true,false,false
miker-food,miker-food,1,Miker Food,Miker Food,Miker Food,Miker Food,food,casual_dining,4.5962,101.0777,Old Town,Old Town,旧街场,evening|night,casual_dining|pizza|family,western,halal,$$,75,Casual dining option near Old Town heritage zones.,旧街场附近的休闲餐饮选择。,Good family-friendly dinner node near heritage walks.,适合家庭在旧街场路线后的晚餐。,https://maps.google.com/?q=Miker+Food+Ipoh,,active,community_suggested,2026-06-02,Verify branch and hours.,false,true,false,false
greentown-dimsum-cafe,greentown-dimsum,1,Greentown Dim Sum Cafe,绿城点心咖啡,Greentown Dim Sum Cafe,绿城点心,food,dim_sum,4.6072,101.0965,Greentown,Greentown,绿城,morning|noon,dim_sum|halal_friendly|breakfast,dim_sum,halal,$$,60,Halal-friendly dim sum-style option in Greentown.,绿城一带较清真友好的点心风格选择。,Useful for groups needing halal-friendly breakfast choices.,团队需要清真友好早餐时实用。,https://maps.google.com/?q=Greentown+Dim+Sum+Cafe+Ipoh,,active,needs_verification,2026-06-02,Verify current status.,false,true,false,false
suhaimi-cafe,suhaimi,1,Suhaimi Cafe,Suhaimi 咖啡馆,Suhaimi Cafe,Suhaimi,cafe,local_cafe,4.6081,101.0951,Greentown,Greentown,绿城,morning|noon|afternoon,cafe|halal|local_food,cafe,halal,$$,50,Local cafe option in Greentown.,绿城一带的本地咖啡馆选择。,Good alternative when central kopitiams are too crowded.,市中心茶室太拥挤时可替代。,https://maps.google.com/?q=Suhaimi+Cafe+Ipoh,,active,needs_verification,2026-06-02,Verify exact location.,false,true,false,false
dewan-warisan-cafe,dewan-warisan,1,Dewan Warisan Cafe,Dewan Warisan 咖啡,Dewan Warisan Cafe,Dewan Warisan,cafe,heritage_cafe,4.5974,101.0759,Old Town,Old Town,旧街场,afternoon|evening,cafe|heritage|indoor,cafe,unknown,$$,45,Small heritage-style cafe listing for Old Town routes.,旧街场路线中的小型历史风格咖啡馆。,Indoor pause near civic heritage nodes.,靠近古迹节点，可作为室内休息点。,https://maps.google.com/?q=Dewan+Warisan+Cafe+Ipoh,,active,needs_verification,2026-06-02,Community placeholder.,false,true,false,false
burps-and-giggles,burps-giggles,1,Burps and Giggles,Burps and Giggles,Burps and Giggles,Burps and Giggles,cafe,heritage_cafe,4.59645,101.07867,Old Town,Jalan Sultan Yusof,旧街场,afternoon|evening,cafe|heritage|photo|western,cafe,mixed,$$$,75,Popular heritage cafe in Old Town.,旧街场受欢迎的历史建筑咖啡馆。,Good longer rest stop near Concubine Lane.,靠近二奶巷，适合较长时间休息。,https://maps.google.com/?q=Burps+and+Giggles+Ipoh,,active,community_suggested,2026-06-02,Verify current operation.,false,true,false,false
bits-and-bobs,bits-bobs,1,Bits and Bobs,Bits and Bobs,Bits and Bobs,Bits and Bobs,food,dessert,4.59643,101.0783,Old Town,Old Town,旧街场,afternoon|evening,dessert|ais_kepal|snack|heritage,dessert,unknown,$,25,Retro dessert and snack stop in the heritage cluster.,旧街场怀旧甜品小吃点。,Short playful stop between lane photos and cafes.,拍小巷和咖啡馆之间的轻松小节点。,https://maps.google.com/?q=Bits+and+Bobs+Ipoh,,active,community_suggested,2026-06-02,Seed civic data.,false,true,false,false
auds-cafe,auds,1,Aud's Cafe,Aud's Cafe,Aud's Cafe,Aud's Cafe,cafe,modern_cafe,4.5966,101.0792,Old Town,Old Town,旧街场,afternoon|evening,cafe|indoor|old_town,cafe,mixed,$$,60,Modern cafe option around Old Town.,旧街场附近的现代咖啡馆选择。,Useful indoor node for slower travellers.,适合想放慢节奏的旅客。,https://maps.google.com/?q=Aud%27s+Cafe+Ipoh,,active,needs_verification,2026-06-02,Verify current operation.,false,true,false,false
patisserie-boutique,patisserie-boutique,1,Patisserie Boutique,Patisserie Boutique,Patisserie Boutique,Patisserie Boutique,cafe,dessert_cafe,4.59611,101.07901,Old Town,Old Town,旧街场,afternoon|evening,cafe|dessert|indoor,cafe,mixed,$$,60,Dessert cafe in Old Town area.,旧街场甜点咖啡馆。,Good dessert rest stop after heritage walking.,古迹步行后适合甜点休息。,https://maps.google.com/?q=Patisserie+Boutique+Ipoh,,active,needs_verification,2026-06-02,Verify current operation.,false,true,false,false
purple-moon-lover,purple-moon,1,Purple Moon Lover,紫月情人,Purple Moon Lover,紫月情人,cafe,dessert_cafe,4.6067,101.1139,Ipoh Garden,Ipoh Garden,怡保花园,afternoon|evening,cafe|dessert|photo,cafe,mixed,$$,60,Dessert cafe option around Ipoh Garden.,怡保花园一带甜点咖啡选择。,Useful if route heads toward Tambun or Ipoh Garden.,路线往打扪或怡保花园时顺路。,https://maps.google.com/?q=Purple+Moon+Lover+Ipoh,,active,community_suggested,2026-06-02,Seed civic data.,false,true,false,false
thumbs-cafe,thumbs,1,Thumbs Cafe,Thumbs Cafe,Thumbs Cafe,Thumbs Cafe,cafe,local_cafe,4.6046,101.0957,Greentown,Greentown,绿城,afternoon|evening,cafe|local|casual,cafe,mixed,$$,60,Casual cafe option in Greentown.,绿城一带轻松咖啡馆选择。,Works as a rest node near city shopping and Greentown food.,靠近商场和绿城食区，可作休息节点。,https://maps.google.com/?q=Thumbs+Cafe+Ipoh,,active,needs_verification,2026-06-02,Verify details.,false,true,false,false
jln-theatre-coffee,theatre-coffee,1,Jalan Theatre Coffee,戏院街咖啡,Jalan Theatre Coffee,戏院街咖啡,cafe,street_cafe,4.5962,101.0858,New Town,Jalan Theatre,戏院街,afternoon|evening,cafe|new_town|indoor,cafe,mixed,$$,45,Cafe-style stop near Funny Mountain and chicken rice streets.,靠近奇峰和芽菜鸡街的咖啡馆节点。,Useful pause before evening food route.,晚餐美食路线前的休息点。,https://maps.google.com/?q=Jalan+Theatre+Coffee+Ipoh,,active,needs_verification,2026-06-02,Community placeholder.,false,true,false,false
ipoh-white-coffee-cafe,white-coffee-cafe,1,Ipoh White Coffee Cafe,怡保白咖啡咖啡馆,Ipoh White Coffee Cafe,怡保白咖啡,cafe,white_coffee,4.5961,101.0849,New Town,New Town,新街场,morning|noon|afternoon,white_coffee|cafe|local_food,cafe,mixed,$$,45,Generic white coffee cafe node for route planning.,路线规划用的白咖啡咖啡馆节点。,Helps travellers find coffee near New Town food streets.,帮助旅客在新街场美食街附近找咖啡。,https://maps.google.com/?q=Ipoh+White+Coffee+Cafe,,active,needs_verification,2026-06-02,Placeholder for community verification.,false,true,false,false
healy-mac-ipoh,healy-mac,1,Healy Mac's Ipoh,Healy Mac's 怡保,Healy Mac's,Healy Mac's,food,pub_restaurant,4.5978,101.0905,New Town,Ipoh,怡保,evening|night,pub|western|night,western,mixed,$$$,90,Evening pub-style dining option.,晚上酒吧餐饮风格选择。,Optional nightlife food node for adult travellers.,成人旅客可作为夜晚路线选择。,https://maps.google.com/?q=Healy+Mac%27s+Ipoh,,active,needs_verification,2026-06-02,Verify suitability and hours.,false,true,false,false
konda-kondi,konda-kondi,1,Konda Kondi Cafe,Konda Kondi 咖啡馆,Konda Kondi,Konda Kondi,cafe,local_cafe,4.5981,101.0856,New Town,Ipoh,怡保,afternoon|evening,cafe|local|indoor,cafe,mixed,$$,60,Casual local cafe listing in central Ipoh.,怡保市中心的轻松本地咖啡馆。,Useful indoor node when moving between New Town stops.,在新街场点之间移动时可休息。,https://maps.google.com/?q=Konda+Kondi+Ipoh,,active,needs_verification,2026-06-02,Verify details.,false,true,false,false
jln-bijeh-timah-snack,bijeh-snack,1,Jalan Bijeh Timah Snack Row,锡米街小吃带,Jalan Bijeh Timah Snack Row,锡米街小吃带,food,snack_row,4.59622,101.0776,Old Town,Jalan Bijeh Timah,旧街场,morning|noon|afternoon,snacks|old_town|local_food,snack,mixed,$,30,Cluster-style snack row reference for Old Town planning.,旧街场路线规划用的小吃带参考。,Helps the graph show a food connector near museums.,让图谱在博物馆附近有美食连接点。,https://maps.google.com/?q=Jalan+Bijeh+Timah+Ipoh,,active,needs_verification,2026-06-02,Area placeholder; verify stalls.,false,true,false,false
kampung-simee-market-food,simee-market,1,Kampung Simee Market Food,甘榜仙美巴刹美食,Kampung Simee Market,甘榜仙美巴刹,food,market_food,4.6269,101.1046,Kampung Simee,Kampung Simee,甘榜仙美,morning|noon,market|breakfast|local_food,market,mixed,$,50,Neighbourhood market food cluster north of the city.,市区北部社区巴刹美食群。,Good local breakfast node outside standard tourist tracks.,标准游客路线外的本地早餐节点。,https://maps.google.com/?q=Kampung+Simee+Market+Ipoh,,active,needs_verification,2026-06-02,Area placeholder.,false,true,false,false
bercham-food-court,bercham-food-court,1,Bercham Food Court,巴占美食中心,Bercham Food Court,巴占美食中心,food,food_court,4.6405,101.1283,Bercham,Bercham,巴占,evening|night,food_court|local_food|family,hawker,mixed,$,60,Neighbourhood food court in Bercham.,巴占一带社区美食中心。,Useful for routes staying outside Old Town.,适合不在旧街场活动的路线。,https://maps.google.com/?q=Bercham+Food+Court+Ipoh,,active,needs_verification,2026-06-02,Verify exact court.,false,true,false,false
tambun-pomelo-stalls,tambun-pomelo,1,Tambun Pomelo Stalls,打扪柚子档,Tambun Pomelo Stalls,打扪柚子,food,fruit_stalls,4.6124,101.1406,Tambun,Tambun,打扪,morning|noon|afternoon,pomelo|fruit|souvenir|local_food,fruit,unknown,$$,25,Pomelo stall area associated with Tambun.,与打扪相关的柚子档区域。,Good fruit souvenir node after Tambun or cave routes.,打扪或洞庙路线后适合买水果手信。,https://maps.google.com/?q=Tambun+Pomelo+Ipoh,,active,community_suggested,2026-06-02,Verify stall choice.,false,true,false,false
menglembu-peanut-candy,menglembu-peanut,1,Menglembu Peanut Candy,万里望花生糖,Menglembu Peanut Candy,万里望花生糖,food,souvenir_snack,4.5888,101.0422,Menglembu,Menglembu,万里望,morning|noon|afternoon,peanut_candy|souvenir|snack,snack,unknown,$,25,Souvenir snack reference around Menglembu.,万里望一带的手信小吃参考。,Useful if route heads west from Ipoh centre.,路线往怡保西侧时可顺路。,https://maps.google.com/?q=Menglembu+Peanut+Candy,,active,needs_verification,2026-06-02,Area placeholder.,false,true,false,false
silibin-food-court,silibin-food-court,1,Silibin Food Court,狮尾美食中心,Silibin Food Court,狮尾美食中心,food,food_court,4.6043,101.0579,Silibin,Silibin,狮尾,evening|night,food_court|local_food,hawker,mixed,$,60,Neighbourhood food court west of Old Town.,旧街场西侧社区美食中心。,Adds local dinner option for western Ipoh routes.,为怡保西侧路线加入本地晚餐点。,https://maps.google.com/?q=Silibin+Food+Court+Ipoh,,active,needs_verification,2026-06-02,Verify exact court.,false,true,false,false
pasir-pinji-food-cluster,pasir-pinji-food,1,Pasir Pinji Food Cluster,兵如港美食群,Pasir Pinji Food Cluster,兵如港美食群,food,food_cluster,4.5742,101.0834,Pasir Pinji,Pasir Pinji,兵如港,noon|afternoon|evening,local_food|snacks|cluster,hawker,mixed,$,60,Food cluster around Pasir Pinji.,兵如港一带美食群。,Helps connect yong tau foo and cave temple directions.,连接酿料小吃和洞庙方向很有用。,https://maps.google.com/?q=Pasir+Pinji+Food+Ipoh,,active,needs_verification,2026-06-02,Area placeholder.,false,true,false,false
old-town-dessert-cluster,old-town-dessert,1,Old Town Dessert Cluster,旧街场甜品群,Old Town Dessert Cluster,旧街场甜品群,food,dessert_cluster,4.5965,101.078,Old Town,Old Town,旧街场,afternoon|evening,dessert|snacks|old_town,dessert,mixed,$,35,Dessert cluster reference for Old Town route planning.,旧街场路线规划用甜品群参考。,Gives travellers a softer stop after heritage walks.,古迹步行后让路线有轻松甜品点。,https://maps.google.com/?q=Old+Town+Dessert+Ipoh,,active,needs_verification,2026-06-02,Area placeholder.,false,true,false,false
greentown-food-court,greentown-food-court,1,Greentown Food Court,绿城美食中心,Greentown Food Court,绿城美食中心,food,food_court,4.6061,101.0969,Greentown,Greentown,绿城,evening|night,food_court|local_food|family,hawker,mixed,$,60,Food court reference around Greentown.,绿城一带美食中心参考。,Practical dinner node near city hotels and malls.,靠近市区酒店和商场，晚餐实用。,https://maps.google.com/?q=Greentown+Food+Court+Ipoh,,active,needs_verification,2026-06-02,Verify current court.,false,true,false,false
ipoh-garden-food-strip,ipoh-garden-food,1,Ipoh Garden Food Strip,怡保花园美食带,Ipoh Garden Food Strip,怡保花园美食带,food,food_cluster,4.6108,101.1125,Ipoh Garden,Ipoh Garden,怡保花园,evening|night,food_cluster|local_food|family,hawker,mixed,$$,60,Food strip reference around Ipoh Garden.,怡保花园一带美食带参考。,"Good connector between Kinta City, Bercham and Tambun.",连接近打城、巴占和打扪方向。,https://maps.google.com/?q=Ipoh+Garden+Food,,active,needs_verification,2026-06-02,Area placeholder.,false,true,false,false
little-india-ipoh,little-india,1,Little India Ipoh,怡保小印度,Little India Ipoh,小印度,street,cultural_street,4.5952,101.0822,New Town,Jalan Lahat area,新街场附近,morning|afternoon|evening,culture|shopping|food|street,,mixed,$$,45,Cultural street area with shops and food references.,有商店和食物气氛的文化街区。,Adds cultural contrast near white coffee and market routes.,在白咖啡和市场路线附近加入文化层次。,https://maps.google.com/?q=Little+India+Ipoh,,active,needs_verification,2026-06-02,Area placeholder.,false,false,false,false
panglima-kinta-mosque,panglima-kinta-mosque,1,Panglima Kinta Mosque,邦里玛近打清真寺,Panglima Kinta Mosque,邦里玛近打清真寺,heritage,mosque,4.59311,101.07959,New Town,Jalan Masjid,新街场,morning|afternoon,heritage|architecture|mosque,,halal,$,25,Historic mosque landmark near New Town and Mural Art's Lane.,靠近新街场和壁画巷的历史清真寺地标。,Good architectural stop between mural and food nodes.,适合连接壁画和美食节点。,https://maps.google.com/?q=Panglima+Kinta+Mosque+Ipoh,,active,community_suggested,2026-06-02,Respect worship space.,false,false,false,false
st-michaels-institution,st-michaels,1,St. Michael's Institution,圣米高学校,St. Michael's Institution,圣米高,heritage,school,4.60135,101.08732,New Town,Jalan S. P. Seenivasagam,新街场,morning|afternoon,heritage|architecture|school,,unknown,$,20,Historic school building and city landmark.,历史学校建筑和城市地标。,Adds architectural context near New Town and river routes.,为新街场和河畔路线加入建筑脉络。,https://maps.google.com/?q=St+Michael%27s+Institution+Ipoh,,active,community_suggested,2026-06-02,View respectfully from public areas.,false,false,false,false
anderson-school,anderson-school,1,Anderson School Ipoh,安德申学校,Anderson School Ipoh,安德申学校,heritage,school,4.6038,101.0992,Greentown,Ipoh,怡保,morning|afternoon,heritage|architecture|school,,unknown,$,20,Historic school landmark in Ipoh.,怡保历史学校地标。,Useful context node for civic heritage beyond Old Town.,让古迹路线不只局限旧街场。,https://maps.google.com/?q=Anderson+School+Ipoh,,active,needs_verification,2026-06-02,View respectfully from public areas.,false,false,false,false
geological-museum,geological-museum,1,Geological Museum Ipoh,地质博物馆,Geological Museum Ipoh,地质博物馆,museum,science_museum,4.57201,101.10242,Gunung Rapat,Jalan Sultan Azlan Shah,昆仑喇叭方向,morning|afternoon,museum|geology|limestone|family,,unknown,$,60,Museum explaining geology and mineral context around Ipoh.,介绍怡保地质与矿物背景的博物馆。,Excellent learning stop before cave temples and limestone lakes.,去洞庙和石灰岩湖前很适合补充知识。,https://maps.google.com/?q=Geological+Museum+Ipoh,,active,community_suggested,2026-06-02,Verify opening hours.,false,false,false,false
darul-ridzuan-museum,darul-ridzuan,1,Darul Ridzuan Museum,达鲁力祖安博物馆,Darul Ridzuan Museum,达鲁力祖安博物馆,museum,state_museum,4.60685,101.07758,Kinta River,Jalan Panglima Bukit Gantang Wahab,近打河附近,morning|afternoon,museum|heritage|state_history,,unknown,$,60,Museum covering Perak history and local heritage.,介绍霹雳历史与本地文化的博物馆。,Good cultural node near riverfront and Old Town edges.,靠近河畔和旧街场边缘的文化节点。,https://maps.google.com/?q=Darul+Ridzuan+Museum+Ipoh,,active,community_suggested,2026-06-02,Verify opening hours.,false,false,false,false
22-hale-street,hale-street,1,22 Hale Street,22 Hale Street,22 Hale Street,22 Hale Street,heritage,heritage_gallery,4.5965,101.0789,Old Town,Hale Street,旧街场,morning|afternoon,heritage|gallery|old_town,,unknown,$$,45,Heritage gallery-style stop in Old Town.,旧街场历史展馆式停靠点。,Adds a quieter cultural stop near busy lanes.,在热闹小巷旁加入较安静的文化点。,https://maps.google.com/?q=22+Hale+Street+Ipoh,,active,community_suggested,2026-06-02,Verify opening and fees.,false,false,false,false
ipoh-mural-old-uncle,mural-old-uncle,1,Old Uncle Drinking Coffee Mural,老人喝咖啡壁画,Old Uncle Drinking Coffee Mural,老人喝咖啡壁画,street,mural,4.5963,101.0781,Old Town,Old Town,旧街场,morning|afternoon,mural|photo|white_coffee,,unknown,$,15,Well-known mural photo point in Old Town.,旧街场知名壁画拍照点。,Tiny node that links coffee culture with street art.,小节点，却能连接白咖啡文化和街头艺术。,https://maps.google.com/?q=Old+Uncle+Drinking+Coffee+Mural+Ipoh,,active,needs_verification,2026-06-02,Verify exact mural condition.,false,false,false,false
ipoh-mural-hummingbird,mural-hummingbird,1,Hummingbird Mural Ipoh,蜂鸟壁画,Hummingbird Mural,蜂鸟壁画,street,mural,4.596,101.0784,Old Town,Old Town,旧街场,morning|afternoon,mural|photo|street_art,,unknown,$,15,Street art photo point in Old Town.,旧街场街头艺术拍照点。,Good micro-stop when walking between lanes.,在小巷之间步行时可作为微停靠点。,https://maps.google.com/?q=Hummingbird+Mural+Ipoh,,active,needs_verification,2026-06-02,Verify exact mural condition.,false,false,false,false
japanese-garden-ipoh,japanese-garden,1,Japanese Garden Ipoh,怡保日本花园,Japanese Garden Ipoh,日本花园,park,garden,4.6034,101.0816,Kinta River,DR Park area,DR 公园附近,morning|evening,garden|park|walk|family,,unknown,$,40,Quiet garden area near DR Park.,DR 公园附近较安静的花园区。,Nice short green connector near riverfront routes.,靠近河畔路线的短绿色连接点。,https://maps.google.com/?q=Japanese+Garden+Ipoh,,active,needs_verification,2026-06-02,Verify access.,false,false,false,false
sultan-abdul-aziz-park,polo-ground,1,Sultan Abdul Aziz Recreation Park,苏丹阿都阿兹休闲公园,Sultan Abdul Aziz Recreation Park,Polo Ground,park,recreation,4.6091,101.1096,Ipoh Garden,Jalan Brash,怡保花园附近,morning|evening,park|jogging|family|green,,unknown,$,60,Popular park also known as Polo Ground.,也称 Polo Ground 的人气公园。,Good family and walking node near Ipoh Garden.,靠近怡保花园，适合家庭和散步。,https://maps.google.com/?q=Sultan+Abdul+Aziz+Recreation+Park+Ipoh,,active,community_suggested,2026-06-02,Seed civic data.,false,false,false,false
